01046   1   7   8   2   4   8   +   9
01047   6   9   0   4   2   2   +   3
01048   2   8   0   4   7   3   +   6
01049   8   9   7   5   9   2   +   2
01050   1   7   5   0   9   1   +   4
01051   6   7   3   7   2   2   +   8
01052   0   1   1   2   4   9   +   6
01053   6   8   5   9   2   9   +   2
01054   4   8   5   5   4   4   +   9
01055   3   8   5   2   8   6   +   3
01056   4   4   2   1   7   3   +   0
01057   0   7   6   2   7   5   +   2
01058   5   1   3   7   4   0   +   6
01059   1   5   3   9   2   5   +   0
01060   1   2   6   3   8   7   +   9
01061   1   1   7   6   6   1   +   8
01062   0   4   1   0   0   4   +   9
01063   8   8   8   9   7   8   +   8
01064   2   0   4   4   1   5   +   3
01065   4   2   7   7   7   9   +   7
01066   1   0   3   2   8   5   +   3
01067   6   8   8   3   0   0   +   4
01068   7   8   4   7   5   0   +   2
01069   9   0   3   6   2   1   +   9
01070   2   5   4   6   3   7   +   6
01071   3   1   4   4   6   4   +   0
01072   2   0   4   2   3   7   +   0
01073   3   8   0   9   8   6   +   1
01074   4   9   5   4   5   1   +   7
01075   1   3   3   5   1   7   +   1
01076   0   4   8   0   6   7   +   5
01077   4   9   2   6   7   2   +   6
01078   2   4   1   3   6   7   +   7
01079   8   2   4   0   2   1   +   7
01080   0   9   6   3   9   9   +   7
01081   6   7   5   4   4   1   +   8
01082   4   3   4   3   6   2   +   5
01083   6   9   2   0   3   2   +   9
01084   9   0   4   9   9   1   +   4
01085   4   2   2   6   0   9   +   9
01086   0   5   0   4   7   4   +   5
01087   3   9   9   8   2   7   +   3
01088   1   6   1   1   9   4   +   4
01089   7   8   9   7   4   3   +   8
01090   1   1   4   6   6   7   +   3
01091   5   8   1   6   0   7   +   6
01092   3   8   6   7   1   7   +   9
01093   5   8   4   0   3   0   +   4
01094   7   8   5   7   2   9   +   4
01095   0   9   9   5   9   6   +   0
01096   0   7   4   8   1   0   +   5
01097   6   9   0   8   2   1   +   7
01098   1   8   9   8   7   8   +   6
01099   2   4   4   0   4   7   +   0
01100   5   5   5   6   3   6   +   7
01101   2   7   2   4   7   8   +   6
01102   3   8   8   0   8   5   +   2
01103   4   9   9   3   7   5   +   8
01104   6   5   8   8   7   5   +   7
02001   2   3   4   1   4   8   +   0
02002   3   3   3   2   1   6   +   4
02003   4   8   1   1   9   6   +   7
02004   1   2   2   0   8   7   +   8
02005   5   3   2   0   0   6   +   9
02006   8   9   5   6   8   5   +   3
02007   8   3   1   5   4   1   +   5
02008   2   4   0   0   7   3   +   0
02009   0   6   2   8   4   4   +   5
02010   5   5   2   3   6   1   +   5
02011   7   3   3   8   7   2   +   0
02012   0   3   5   3   4   3   +   9
02013   6   4   3   6   6   6   +   0
02014   7   8   6   2   6   1   +   3
02015   3   7   5   7   4   5   +   6
02016   0   9   0   9   4   2   +   8
02017   5   8   6   9   9   1   +   1
02018   2   9   6   0   3   9   +   0
02019   3   0   6   1   5   3   +   1
02020   7   3   9   1   9   2   +   8
02021   2   9   6   7   4   5   +   4
02022   3   1   1   9   8   9   +   4
02023   8   5   8   1   4   7   +   5
02024   6   3   2   9   1   4   +   2
02025   0   9   3   0   0   4   +   2
02026   2   5   4   1   3   6   +   1
02027   6   1   8   1   1   4   +   6
02028   9   0   2   3   3   2   +   2
02029   8   3   4   2   9   1   +   5
02030   6   9   6   2   0   9   +   4
02031   6   4   5   7   4   1   +   1
02032   2   0   5   6   2   6   +   0
02033   9   1   5   6   3   2   +   6
02034   7   7   2   6   4   5   +   5
02035   3   3   9   9   4   0   +   8
02036   9   3   9   1   2   2   +   3
02037   1   8   5   2   1   1   +   7
02038   5   2   1   9   6   2   +   2
02039   1   1   2   6   9   3   +   8
02040   3   2   3   2   2   7   +   1
02041   5   0   9   2   3   4   +   4
02042   1   5   9   7   0   0   +   6
02043   7   5   7   8   4   4   +   1
02044   6   1   4   5   7   0   +   9
02045   1   5   4   3   2   3   +   3
02046   5   3   3   6   2   6   +   4
02047   0   9   0   2   9   1   +   3
02048   8   6   7   9   5   9   +   4
02049   4   7   0   4   8   0   +   3
02050   5   5   3   0   6   4   +   1
02051   3   2   2   2   3   3   +   2
02052   7   7   0   1   9   8   +   6
02053   8   5   0   7   2   2   +   7
02054   4   1   7   1   9   4   +   6
02055   7   4   5   6   1   5   +   5
02056   2   8   7   3   0   7   +   8
02057   9   8   0   5   9   8   +   4
02058   6   2   3   5   4   5   +   8
02059   3   3   7   8   4   3   +   6
02060   5   9   2   3   3   3   +   3
02061   2   7   7   4   3   9   +   8
02062   8   6   6   6   9   3   +   1
02063   4   4   2   6   5   1   +   4
02064   4   3   3   5   4   7   +   7
02065   0   9   4   5   8   8   +   9
02066   7   3   6   4   4   1   +   3
02067   5   4   4   7   3   8   +   1
02068   2   2   5   4   3   0   +   9
02069   5   2   2   5   0   7   +   0
02070   4   4   2   4   9   2   +   5
02071   6   9   0   6   9   6   +   6
02072   1   6   1   3   9   7   +   4
02073   7   0   2   4   1   0   +   5
02074   9   0   5   0   5   0   +   2
02075   8   4   8   8   6   2   +   3
02076   3   1   1   3   0   1   +   5
02077   0   2   3   3   5   5   +   7
02078   8   4   4   4   6   4   +   4
02079   5   1   1   3   9   6   +   1
02080   7   2   3   4   7   5   +   2
02081   8   8   5   2   0   7   +   5
02082   7   4   1   8   9   6   +   6
02083   9   6   9   7   9   3   +   4
02084   0   3   7   3   3   6   +   8
02085   8   7   9   5   4   2   +   2
02086   7   5   2   9   3   8   +   0
02087   5   4   1   8   4   8   +   9
02088   4   4   8   2   9   1   +   8
02089   9   7   0   3   7   0   +   5
02090   8   7   4   1   3   2   +   3
02091   5   0   0   7   5   2   +   0
02092   2   5   5   1   6   4   +   3
02093   3   8   2   7   6   3   +   7
02094   5   0   3   0   9   5   +   5
02095   0   7   1   1   6   7   +   9
02096   9   2   4   8   3   3   +   2
02097   8   7   6   3   1   3   +   8
02098   4   3   7   9   3   2   +   2
02099   2   0   2   4   6   4   +   3
02100   3   4   1   0   2   2   +   3
02101   9   8   2   8   2   1   +   9
02102   1   6   3   7   8   8   +   8
02103   2   3   0   6   1   3   +   0
03001   9   9   9   8   1   0   +   3
03002   4   8   5   3   5   8   +   9
03003   1   7   8   7   4   9   +   0
03004   7   2   3   3   2   9   +   0
03005   3   7   4   1   4   4   +   7
03006   8   8   8   9   3   1   +   9
03007   6   1   1   1   0   3   +   7
03008   9   2   9   2   3   6   +   2
03009   3   1   1   2   8   2   +   9
03010   8   9   9   6   5   1   +   7
03011   6   4   8   3   2   0   +   3
03012   8   6   8   3   4   7   +   8
03013   5   0   5   1   1   5   +   9
03014   0   6   1   6   2   7   +   1
03015   4   3   3   4   9   9   +   2
03016   7   1   3   1   5   6   +   3
03017   3   1   2   6   5   4   +   3
03018   7   8   6   9   3   8   +   3
03019   9   5   5   1   7   3   +   2
03020   9   0   5   4   9   6   +   7
03021   5   7   2   5   7   1   +   8
03022   3   3   1   4   6   9   +   6
03023   9   9   7   8   7   7   +   1
03024   5   6   4   7   5   0   +   3
03025   4   9   7   1   4   0   +   3
03026   4   9   9   4   2   1   +   7
03027   4   1   0   2   8   8   +   3
03028   9   6   2   6   8   6   +   9
03029   4   5   8   1   8   3   +   9
03030   5   5   4   4   7   6   +   9
03031   3   5   4   0   2   5   +   3
03032   8   8   8   6   0   6   +   7
03033   4   5   7   9   0   3   +   8
03034   3   2   7   6   1   6   +   9
03035   5   6   0   0   2   9   +   8
03036   4   6   3   1   5   5   +   2
03037   1   9   0   9   3   9   +   4
03038   5   0   4   5   7   0   +   8
03039   3   7   1   5   3   9   +   2
03040   2   8   3   9   3   1   +   9
03041   4   7   7   7   1   7   +   0
03042   5   1   7   1   3   9   +   8
03043   7   6   8   6   2   4   +   9
03044   8   3   2   2   2   2   +   1
03045   7   1   6   9   7   9   +   7
03046   4   1   9   4   7   5   +   2
03047   1   7   2   3   7   4   +   4
03048   1   8   2   3   2   1   +   4
03049   7   4   2   7   6   7   +   0
03050   1   1   2   4   9   2   +   0
03051   6   1   8   0   0   0   +   4
03052   7   5   9   3   3   4   +   3
03053   3   3   8   7   3   3   +   9
03054   0   2   2   3   2   2   +   5
03055   7   5   8   8   6   9   +   2
03056   8   4   9   3   0   9   +   0
03057   1   7   0   7   5   1   +   2
03058   2   5   2   1   3   4   +   4
03059   7   6   9   5   0   5   +   7
03060   1   4   7   7   6   7   +   3
03061   5   2   2   2   8   8   +   3
03062   1   4   5   8   4   2   +   0
03063   1   8   9   8   1   6   +   2
03064   4   4   7   4   3   3   +   0
03065   7   3   2   4   5   8   +   4
03066   4   8   5   9   3   2   +   8
03067   5   5   9   2   1   3   +   4
03068   6   1   9   0   3   3   +   1
03069   2   9   3   8   0   7   +   3
03070   7   6   8   7   5   8   +   9
03071   0   6   1   4   7   0   +   8
03072   9   8   5   5   3   1   +   4
03073   8   4   0   7   2   5   +   2
03074   6   7   8   8   1   2   +   9
03075   0   8   9   8   3   8   +   6
03076   8   4   0   3   4   3   +   6
03077   3   6   3   7   0   9   +   9
03078   3   6   7   5   7   3   +   2
03079   4   3   3   4   6   8   +   6
03080   1   7   2   0   6   8   +   8
03081   4   9   1   4   1   5   +   0
03082   1   3   9   8   8   1   +   1
03083   8   3   3   3   3   5   +   5
03084   5   5   3   6   7   9   +   5
03085   7   5   9   9   9   2   +   0
03086   4   5   8   0   9   5   +   4
03087   0   6   2   1   6   6   +   9
03088   3   8   2   0   7   1   +   0
03089   0   7   2   0   3   0   +   9
03090   3   2   9   7   6   5   +   9
03091   5   1   0   1   7   1   +   5
03092   2   8   8   4   7   7   +   5
03093   6   6   0   6   2   7   +   8
03094   8   9   8   4   8   5   +   1
03095   2   0   0   8   2   5   +   3
03096   5   9   9   0   3   0   +   9
03097   7   8   2   2   9   5   +   5
03098   3   8   7   5   7   7   +   8
03099   4   4   4   6   7   5   +   9
03100   8   1   9   6   3   0   +   7
03101   5   7   3   4   7   3   +   8
04001   5   1   9   5   0   9   +   3
04002   8   9   4   1   2   0   +   1
04003   9   4   6   9   8   4   +   9
04004   0   5   3   8   1   1   +   3
04005   0   4   7   2   1   0   +   5
04006   4   4   2   3   3   0   +   1
04007   0   2   9   2   6   7   +   6
04008   6   4   9   7   3   5   +   1
04009   1   2   4   3   9   8   +   1
04010   6   9   1   0   9   6   +   4
04011   2   6   4   1   2   9   +   4
04012   5   1   6   0   0   5   +   9
04013   3   5   4   2   0   0   +   3
04014   3   9   6   8   1   8   +   2
04015   6   4   7   9   5   1   +   0
04016   3   2   7   1   9   3   +   7
04017   6   5   7   5   8   2   +   0
04018   2   6   2   1   4   6   +   0
04019   2   1   7   5   4   8   +   9
04020   7   2   2   1   8   9   +   9
04021   6   9   0   7   7   3   +   0
04022   8   0   8   8   6   1   +   6
04023   8   2   1   6   3   9   +   2
04024   5   8   9   2   7   8   +   6
04025   4   5   3   9   2   7   +   9
04026   7   1   7   5   9   5   +   4
04027   4   0   6   6   3   1   +   6
04028   3   0   9   9   2   4   +   9
04029   5   7   7   9   4   5   +   5
04030   2   7   4   5   6   9   +   5
04031   4   5   0   5   3   8   +   4
04032   8   2   3   3   1   4   +   4
04033   0   3   7   4   1   4   +   2
04034   6   4   6   9   7   1   +   0
04035   6   7   3   9   9   4   +   1
04036   8   1   2   1   5   3   +   8
04037   5   0   2   4   6   5   +   4
04038   5   6   7   2   0   1   +   3
04039   4   7   4   8   3   4   +   1
04040   7   0   7   5   1   4   +   9
04041   4   3   3   9   8   1   +   5
04042   7   9   2   5   2   8   +   1
04043   1   0   2   5   2   1   +   3
04044   7   0   4   9   9   9   +   3
04045   2   3   1   1   5   9   +   6
04046   5   9   0   0   5   9   +   9
04047   5   7   4   1   2   9   +   1
04048   4   0   2   7   9   9   +   5
04049   7   2   6   9   0   3   +   1
04050   6   8   2   3   1   9   +   5
04051   8   5   9   4   1   0   +   4
04052   2   2   2   6   7   0   +   2
04053   7   0   9   6   5   2   +   0
04054   5   8   7   2   3   2   +   2
04055   7   1   9   3   6   0   +   2
04056   1   5   5   4   5   7   +   3
04057   1   5   9   8   4   9   +   9
04058   4   3   4   2   3   6   +   6
04059   7   9   7   0   0   0   +   5
04060   6   7   3   9   2   4   +   4
04061   4   8   8   3   4   3   +   6
04062   9   6   4   4   4   0   +   3
04063   2   3   0   5   5   3   +   7
04064   0   1   9   4   5   5   +   8
04065   9   3   6   6   8   1   +   4
04066   6   2   8   5   2   2   +   4
04067   7   3   8   3   8   8   +   3
04068   9   2   1   7   7   5   +   1
04069   6   4   6   2   5   9   +   0
04070   4   1   9   4   5   1   +   2
04071   6   9   4   5   9   2   +   8
04072   2   9   9   0   4   7   +   9
04073   8   8   0   7   9   1   +   2
04074   6   6   9   2   4   9   +   8
04075   0   1   7   5   0   2   +   8
04076   4   5   1   4   3   8   +   8
04077   0   8   4   6   2   7   +   3
04078   6   6   3   5   5   9   +   6
04079   5   7   4   7   7   4   +   6
04080   6   9   2   8   2   1   +   0
04081   3   0   4   6   1   4   +   3
04082   5   4   8   7   3   3   +   1
04083   7   1   3   6   3   8   +   6
04084   5   8   1   0   9   9   +   8
04085   0   1   9   8   3   6   +   8
04086   4   9   7   8   0   6   +   7
04087   4   7   6   6   3   2   +   9
04088   8   9   1   2   0   0   +   8
04089   4   0   9   6   2   8   +   3
04090   2   5   7   1   5   2   +   4
04091   3   9   1   0   1   6   +   8
04092   7   5   3   1   0   9   +   0
04093   0   8   3   8   0   4   +   3
04094   1   6   8   5   1   3   +   7
04095   7   4   8   5   5   7   +   9
04096   1   5   9   3   3   8   +   9
04097   4   6   9   5   7   3   +   0
04098   2   3   5   7   4   5   +   0
04099   7   0   7   7   6   1   +   5
04100   1   7   2   2   2   9   +   2
04101   8   3   8   5   7   9   +   2
04102   3   3   1   8   1   8   +   4
04103   0   5   5   7   0   2   +   4
04104   6   4   6   0   2   9   +   4
04105   8   8   8   5   5   2   +   9
04106   0   1   5   8   8   4   +   8
04107   0   8   8   8   0   2   +   3
04108   5   4   3   9   7   1   +   6
04109   1   1   8   8   0   9   +   1
04110   2   5   3   3   7   5   +   4
04111   2   5   9   7   2   0   +   6
04112   1   8   0   1   4   9   +   0
04113   6   4   0   9   4   3   +   9
04114   5   1   4   7   5   7   +   9
04115   1   9   5   7   2   8   +   7
04116   8   6   7   6   8   7   +   0
04117   6   6   6   7   8   6   +   1
04118   0   4   3   7   5   6   +   2
04119   0   6   8   9   9   7   +   4
04120   9   5   5   7   1   8   +   2
04121   9   8   0   4   8   9   +   4
04122   0   7   0   4   7   5   +   6
05001   1   2   7   9   3   4   +   5
05002   1   7   4   9   1   3   +   5
05003   8   2   4   6   9   8   +   7
05004   8   5   1   8   2   0   +   3
05005   5   9   2   9   2   6   +   5
05006   0   1   6   0   3   2   +   5
05007   9   2   9   5   3   1   +   6
05008   1   6   7   4   7   2   +   1
05009   0   1   8   8   9   8   +   1
05010   9   7   2   6   3   0   +   6
05011   1   9   5   4   2   3   +   5
05012   0   7   8   9   6   9   +   8
05013   2   1   3   9   7   0   +   8
05014   9   1   9   3   7   4   +   8
05015   2   1   4   1   9   1   +   4
05016   6   2   2   3   3   9   +   3
05017   8   0   7   8   7   1   +   9
05018   6   0   5   6   1   1   +   6
05019   6   0   8   4   4   7   +   4
05020   8   7   0   8   3   1   +   4
05021   5   5   8   0   5   0   +   0
05022   3   4   9   0   9   2   +   2
05023   4   9   9   7   9   9   +   9
05024   7   9   6   4   3   4   +   0
05025   5   2   4   9   7   5   +   3
05026   4   1   1   7   6   5   +   1
05027   8   7   4   8   6   2   +   4
05028   6   9   4   3   2   7   +   6
05029   1   4   5   5   8   6   +   3
05030   3   9   0   3   5   5   +   6
05031   5   4   4   8   6   3   +   8
05032   2   2   8   6   0   0   +   5
05033   1   4   8   5   6   8   +   1
05034   1   3   6   2   8   1   +   4
05035   2   4   2   6   4   4   +   3
05036   0   3   7   5   9   9   +   0
05037   6   2   3   2   7   1   +   0
05038   6   2   4   1   2   6   +   9
05039   4   7   1   5   4   8   +   4
05040   2   9   6   4   3   8   +   2
05041   6   0   9   3   2   0   +   5
05042   3   0   1   2   6   0   +   8
05043   6   5   7   5   8   5   +   7
05044   0   0   4   4   0   5   +   7
05045   0   7   4   0   2   4   +   5
05046   4   6   9   3   9   4   +   3
05047   8   1   4   8   0   3   +   3
05048   1   4   2   1   1   5   +   1
05049   8   9   9   2   2   9   +   9
05050   6   0   7   9   8   6   +   1
05051   7   0   0   3   7   8   +   4
05052   3   2   0   7   7   5   +   4
05053   2   3   7   0   9   6   +   4
05054   0   0   5   8   0   6   +   5
05055   5   9   2   1   8   3   +   4
05056   8   8   5   0   9   4   +   1
05057   1   6   3   8   0   5   +   3
05058   0   2   0   3   0   0   +   8
05059   6   5   3   6   5   6   +   4
05060   3   8   3   2   8   4   +   3
05061   1   3   7   8   5   9   +   3
05062   7   8   6   9   8   3   +   4
05063   6   4   5   4   6   8   +   3
05064   3   7   2   4   1   0   +   0
05065   4   8   9   3   1   2   +   3
05066   3   5   1   3   4   4   +   6
05067   8   2   5   1   4   5   +   9
05068   1   9   1   2   0   1   +   2
05069   1   3   6   8   2   8   +   1
05070   6   8   3   6   8   5   +   9
05071   9   3   6   4   5   9   +   4
05072   0   0   0   3   1   8   +   5
05073   4   2   9   0   3   9   +   9
05074   5   8   8   5   1   3   +   3
05075   1   2   1   3   1   4   +   9
05076   5   7   3   8   0   3   +   5
05077   5   0   6   3   4   5   +   6
05078   4   1   0   5   9   2   +   3
05079   0   2   2   5   3   6   +   2
05080   7   2   7   3   0   6   +   4
05081   8   5   4   9   7   6   +   8
05082   7   4   5   1   0   5   +   3
05083   3   7   7   8   3   8   +   9
05084   4   7   8   7   5   7   +   3
05085   5   6   8   0   8   4   +   4
05086   0   3   2   2   0   1   +   5
05087   2   9   6   8   7   7   +   1
05088   9   5   7   2   2   1   +   8
05089   0   6   8   0   7   1   +   0
05090   1   6   1   8   3   9   +   8
05091   9   9   7   9   9   4   +   9
05092   8   7   1   4   5   1   +   9
05093   0   3   4   2   9   3   +   6
05094   7   5   4   9   9   1   +   9
05095   9   1   3   8   7   6   +   7
05096   9   8   8   9   0   4   +   9
05097   0   4   2   8   9   3   +   5
05098   9   0   8   6   8   9   +   0
05099   8   6   8   7   2   9   +   6
05100   0   7   6   3   6   0   +   3
05101   8   6   4   0   6   4   +   6
05102   9   1   9   1   4   1   +   1
05103   9   8   6   7   6   7   +   8
05104   4   4   1   6   5   0   +   3
05105   3   5   5   9   1   9   +   0
05106   9   0   5   7   9   4   +   9
05107   2   6   3   2   9   0   +   0
05108   4   8   7   1   7   3   +   7
05109   9   6   4   9   7   0   +   2
05110   5   9   6   7   6   3   +   4
05111   2   2   6   1   3   8   +   8
05112   5   6   3   0   6   2   +   6
05113   1   2   0   8   9   7   +   9
05114   7   0   7   7   5   1   +   8
05115   1   3   8   1   1   4   +   6
05116   3   6   0   1   0   3   +   8
05117   3   1   1   1   7   2   +   7
05118   1   5   8   9   7   0   +   8
05119   3   0   8   1   9   5   +   2
05120   4   3   6   7   1   3   +   5
05121   6   6   7   1   9   8   +   7
05122   2   0   0   1   1   8   +   2
05123   2   6   7   2   5   5   +   0
05124   6   8   9   3   8   2   +   3
05125   2   2   9   5   3   9   +   3
05126   8   2   5   6   1   6   +   7
05127   1   7   0   8   4   5   +   2
05128   0   4   9   2   5   2   +   7
05129   9   3   8   1   0   5   +   7
05130   2   1   1   4   9   5   +   1
05131   4   8   5   8   8   0   +   1
05132   3   0   5   5   0   6   +   7
05133   2   0   3   1   6   4   +   1
05134   0   9   4   6   1   8   +   4
05135   3   4   6   3   2   9   +   2
05136   8   4   3   1   9   1   +   9
05137   3   0   6   5   0   3   +   6
05138   3   6   3   2   2   2   +   3
05139   2   8   1   0   4   3   +   6
05140   3   8   3   6   5   8   +   9
05141   4   9   4   8   2   7   +   3
05142   0   0   8   2   1   5   +   3
05143   9   6   8   6   5   2   +   7
05144   8   0   5   5   7   6   +   2
05145   3   5   5   9   6   2   +   3
05146   3   8   0   0   6   0   +   1
05147   5   1   9   3   2   8   +   2
05148   0   1   1   7   4   5   +   6
05149   3   1   4   9   6   0   +   1
05150   6   8   4   3   4   3   +   1
05151   0   2   2   8   1   0   +   1
05152   0   0   5   2   0   7   +   0
05153   6   9   6   6   7   5   +   2
06001   8   1   5   4   7   6   +   6
06002   2   9   8   2   8   9   +   9
06003   6   7   0   2   6   0   +   0
06004   6   2   8   8   9   4   +   8
06005   5   0   4   9   4   2   +   6
06006   1   7   6   1   4   2   +   5
06007   7   4   4   5   4   7   +   2
06008   1   0   7   4   1   1   +   1
06009   9   8   1   6   1   9   +   5
06010   4   9   9   2   1   0   +   6
06011   4   8   6   3   0   9   +   6
06012   8   9   8   2   0   1   +   2
06013   9   6   1   4   0   9   +   5
06014   7   9   1   4   6   2   +   5
06015   5   1   1   8   2   7   +   3
06016   7   3   3   1   1   4   +   3
06017   0   3   0   8   5   4   +   3
06018   1   7   7   7   9   0   +   9
06019   9   4   4   2   5   7   +   4
06020   0   5   4   7   3   7   +   9
06021   1   5   6   8   0   9   +   3
06022   5   9   4   1   2   3   +   8
06023   3   0   3   3   7   3   +   7
06024   6   6   1   0   3   0   +   2
06025   0   0   2   8   7   1   +   0
06026   9   0   4   6   6   4   +   6
06027   5   1   0   3   0   1   +   4
06028   5   5   7   8   5   7   +   2
